raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk
51.9,21.3,49.1,58.8,10.8,58.8,200.0,3051.0,15.3,39.2,15.7
28.9,18.3,44.1,433.0,67.3,21.1,29.7,449.0,11.0,36.2,42.6
57.3,7.57,10.8,100.0,20.7,9.65,13.1,286.0,1.0,30.5,1.98
14.6,25.7,3.46,1.01,22.5,26.9,44.1,246.0,30.5,50.0,16.1
18.4,18.1,6.49,1.0,9.73,8.2,25.3,547.0,8.35,25.5,2.44
25.9,22.3,32.2,95.6,50.0,13.9,24.4,1094.0,5.67,13.2,30.8
59.4,1.01,9.31,281.0,30.0,23.7,25.3,349.0,1.0,1.01,1.25
18.9,5.94,12.2,121.0,30.0,19.6,36.5,267.0,17.9,27.6,14.3
58.8,17.5,9.73,9.47,27.4,27.9,50.5,557.0,19.1,25.0,10.4
36.8,24.4,8.28,20.0,34.6,3.89,12.4,313.0,2.21,1.15,4.33
110.0,35.2,46.1,147.0,44.9,3.92,20.9,698.0,20.7,33.7,9.31
13.5,21.9,35.5,40.7,7.91,44.9,103.0,3460.0,1.18,18.6,58.3
491.0,704.0,12.1,83.5,26.2,26.4,246.0,8896.0,1.0,16.7,8.82
36.2,39.6,1.86,5.42,1.0,40.3,101.0,1219.0,35.2,77.0,32.2
217.0,368.0,313.0,528.0,6.04,48.7,331.0,3.11,337.0,1811.0,262.0
89.8,52.8,13.1,150.0,2.41,13.3,31.3,764.0,9.31,20.2,15.5
588.0,914.0,8.35,117.0,30.2,2.15,27.4,150.0,36.2,73.0,29.7
42.9,23.1,4.14,200.0,16.7,19.1,45.3,1252.0,25.7,27.9,17.9
69.8,23.7,5.19,14.6,47.4,28.6,69.8,491.0,22.5,26.2,7.64
63.2,36.2,14.2,62.6,15.0,11.9,19.3,389.0,20.0,37.5,20.4
20.5,15.0,9.56,75.0,17.8,15.5,21.3,777.0,17.2,20.2,8.28
316.0,445.0,16.1,22.7,41.0,4.57,35.5,213.0,1.18,23.9,5.42
24.1,19.5,19.6,26.4,4.74,14.9,25.7,679.0,1.02,2.46,7.04
48.7,2.23,19.1,22.7,11.5,30.8,44.5,750.0,1.0,5.23,1.96
26.2,2.19,11.9,188.0,35.5,61.0,87.4,1286.0,1.0,1.01,2.76
64.4,79.1,21.1,33.4,5.67,2.35,47.4,71.0,4.96,17.8,9.14
127.0,68.5,9.65,5.57,34.9,13.6,36.2,478.0,19.3,23.5,9.39
271.0,418.0,18.3,149.0,38.5,23.7,75.0,1298.0,1.95,23.9,12.0
27.6,18.1,35.5,340.0,26.9,17.9,30.0,379.0,7.7,39.6,42.9
52.8,50.0,34.3,95.6,71.7,29.4,64.9,453.0,12.3,22.1,21.3
8.2,17.0,21.1,85.8,31.3,16.5,26.9,305.0,23.5,38.5,8.9
410.0,583.0,12.9,13.8,1.0,1.72,13.1,55.7,1.78,25.5,1.0
73.7,30.0,23.5,73.7,23.9,8.82,21.3,813.0,17.3,41.8,8.2
7.99,29.4,10.4,62.1,4.45,12.4,21.3,441.0,54.7,96.5,48.3
68.5,47.0,30.0,28.1,11.8,20.2,28.1,562.0,11.1,35.9,1.0
143.0,161.0,26.9,16.1,11.7,8.43,25.9,799.0,23.3,47.8,39.6
73.7,39.6,25.7,30.5,17.2,54.7,81.3,604.0,31.6,55.2,111.0
27.1,16.4,37.9,552.0,80.6,20.9,40.3,407.0,10.7,19.6,12.2
31.3,15.5,79.9,552.0,106.0,25.3,36.8,372.0,13.0,28.1,36.8
31.6,1.01,15.8,142.0,48.7,12.0,16.1,292.0,1.0,1.0,1.39
38.5,8.9,11.3,85.8,17.9,12.1,35.9,843.0,12.0,28.4,20.9
37.5,20.4,14.1,215.0,27.4,17.9,22.5,743.0,14.5,46.1,40.0
23.9,17.6,17.6,45.7,9.65,5.94,12.9,533.0,12.6,23.1,30.8
110.0,36.8,8.35,19.6,36.8,20.2,51.4,3078.0,9.82,33.1,15.0
39.2,43.3,72.3,147.0,21.3,24.6,112.0,542.0,2.55,9.73,9.82
87.4,66.1,11.7,121.0,25.7,22.5,37.2,410.0,15.7,16.7,1.57
509.0,799.0,28.1,31.3,20.9,25.5,139.0,2393.0,1.01,21.7,8.43
25.0,20.5,31.1,445.0,55.2,40.0,57.8,359.0,11.8,20.4,55.7
85.8,52.3,20.2,38.5,16.1,5.94,27.4,241.0,9.91,21.9,40.0
56.7,32.2,1.01,1.0,1.75,3.68,14.2,449.0,11.8,32.5,6.85
538.0,874.0,11.0,39.6,17.6,2.86,129.0,248.0,2.57,46.1,14.5
161.0,112.0,44.1,84.3,28.4,36.8,50.9,583.0,1.36,1.72,11.1
121.0,77.7,3.55,1.0,14.5,6.61,19.3,661.0,26.2,42.6,14.3
167.0,79.1,31.6,49.1,23.7,13.2,17.3,500.0,13.9,30.0,15.4
54.2,46.1,24.6,19.6,22.1,18.6,37.5,346.0,24.1,42.6,32.5
26.4,13.2,8.82,18.3,58.8,6.61,17.0,414.0,17.0,44.9,40.0
154.0,86.6,9.14,189.0,35.5,20.4,36.8,621.0,10.5,14.9,11.8
28.9,21.5,8.74,15.8,35.5,3.46,21.9,355.0,17.8,44.1,11.8
40.7,16.1,16.5,12.5,3.02,17.6,31.9,843.0,61.5,85.1,25.5
23.7,40.0,10.2,122.0,1.76,13.0,21.7,858.0,34.6,77.7,98.2
25.3,40.0,4.14,155.0,27.6,12.4,19.8,710.0,8.9,18.4,9.31
79.1,26.4,1.19,3.96,41.4,8.06,20.4,509.0,3.68,16.0,63.2
59.9,46.1,25.0,35.5,8.74,43.7,91.4,1778.0,41.4,97.3,145.0
828.0,1263.0,219.0,457.0,17.3,23.7,118.0,3.22,97.3,737.0,337.0
111.0,49.1,15.7,11.9,25.3,12.7,25.3,259.0,3.43,12.3,62.6
75.7,23.9,6.44,1.0,20.0,15.7,34.0,474.0,24.4,55.2,21.1
35.9,20.7,45.7,284.0,31.9,13.9,34.9,478.0,3.4,4.18,33.1
19.6,29.4,57.8,573.0,62.1,18.3,28.6,644.0,13.6,37.5,44.5
56.7,31.3,7.77,4.07,8.98,80.6,143.0,557.0,15.7,37.2,15.1
49.6,40.0,30.0,195.0,35.2,3.72,22.7,219.0,29.2,69.8,103.0
91.4,2.07,14.1,14.3,7.1,14.1,45.3,750.0,1.0,1.09,1.0
52.3,31.3,21.9,139.0,17.5,21.5,33.7,433.0,16.1,25.0,29.7
8.74,20.0,7.23,319.0,32.5,31.9,71.0,3106.0,12.2,17.5,51.9
131.0,213.0,26.7,487.0,86.6,3.25,48.7,147.0,14.2,57.8,82.0
27.9,25.9,29.2,25.0,5.23,44.5,69.8,1459.0,28.6,47.8,146.0
25.0,14.6,36.8,43.3,13.9,12.5,16.0,567.0,14.3,17.6,6.67
53.8,38.5,1.45,255.0,52.3,28.9,61.5,422.0,10.9,26.9,5.83
1877.0,2690.0,23.1,27.6,4.74,9.22,77.7,322.0,1.0,22.9,14.1
16.1,10.0,19.3,23.9,11.0,123.0,205.0,956.0,18.6,37.5,59.4
9.73,3.05,30.5,30.2,10.4,15.0,57.3,1144.0,11.1,20.0,49.6
63.2,28.6,60.4,161.0,36.5,63.8,98.2,890.0,13.7,22.3,21.9
8.13,18.3,19.6,21.5,11.5,29.4,50.5,349.0,5.62,18.6,31.1
27.9,20.9,39.2,103.0,44.9,33.1,62.6,764.0,6.73,23.5,25.3
52.3,25.0,15.4,84.3,26.7,22.1,24.8,281.0,21.3,27.1,16.0
20.5,32.5,10.1,55.7,18.8,3.68,24.6,311.0,2.25,18.8,68.5
38.2,14.2,7.1,28.1,8.98,172.0,233.0,1075.0,8.58,25.7,57.3
64.9,85.1,11.4,106.0,36.2,2.23,145.0,253.0,1.0,11.2,3.43
269.0,346.0,449.0,743.0,21.5,31.3,198.0,75.7,57.8,362.0,154.0
34.0,12.0,33.4,255.0,35.9,17.6,32.8,644.0,7.64,46.6,15.7
11.2,17.9,17.5,15.1,29.2,12.7,19.3,331.0,18.8,24.8,10.9
21.5,1.0,8.28,181.0,43.7,18.8,38.5,644.0,13.6,29.2,7.04
39.6,3.68,77.7,253.0,80.6,47.8,61.0,723.0,1.0,1.0,1.02
33.4,13.3,34.0,41.0,10.8,10.7,28.6,866.0,10.9,25.9,20.0
68.5,25.0,21.9,153.0,28.6,97.3,136.0,2148.0,1.0,1.45,1.64
24.6,16.0,6.92,9.39,8.06,15.7,53.8,346.0,9.31,18.1,12.5
50.9,36.8,21.7,274.0,20.2,12.3,21.5,491.0,10.9,33.4,45.3
26.9,18.3,5.09,176.0,34.3,32.2,44.5,359.0,21.7,32.5,9.06
63.2,86.6,14.2,13.6,7.43,1.11,22.7,67.3,5.28,31.3,15.7
1999.0,3051.0,172.0,289.0,2.41,56.7,269.0,12.6,66.1,429.0,113.0
165.0,37.5,16.7,72.3,27.1,14.1,20.2,244.0,15.3,15.1,1.89
27.9,20.7,25.3,70.4,42.2,6.98,21.3,313.0,24.8,44.5,23.1
164.0,72.3,10.6,196.0,50.0,25.9,37.9,519.0,10.4,17.6,1.75
75.0,24.1,1.0,2.09,15.8,68.5,132.0,2288.0,5.94,33.1,138.0
55.7,22.9,3.22,6.67,12.7,14.9,53.3,1055.0,17.0,35.2,9.56
26.4,7.43,21.5,89.0,10.1,16.0,30.0,474.0,2.31,6.38,10.6
20.7,9.06,23.5,20.4,4.61,57.8,82.0,922.0,52.3,80.6,111.0
12.5,13.2,10.3,23.9,5.05,86.6,131.0,1999.0,11.2,16.7,55.2
41.8,26.4,31.3,91.4,27.1,30.5,51.4,385.0,4.61,31.6,38.5
164.0,41.0,70.4,193.0,65.5,41.4,49.6,331.0,24.4,41.0,12.3
69.8,20.4,19.8,18.4,6.26,10.4,25.0,500.0,22.7,48.3,59.4
50.9,28.1,6.26,235.0,14.5,5.05,13.7,644.0,26.7,42.9,20.9
77.7,40.0,18.9,22.7,14.2,10.9,39.2,362.0,4.07,21.5,136.0
81.3,16.7,5.88,239.0,19.5,25.7,69.2,1685.0,33.1,46.6,8.13
835.0,1322.0,18.4,10.8,8.98,2.25,60.4,205.0,1.09,7.99,1.73
85.1,23.5,8.74,1.01,18.6,8.28,23.3,717.0,4.18,9.73,4.14
65.5,40.7,17.5,23.3,10.0,7.43,19.3,1000.0,2.25,64.4,1.12
31.9,24.6,31.6,38.5,6.26,73.0,130.0,2110.0,8.35,15.7,17.5
84.3,40.3,6.79,1.01,17.6,19.6,37.5,246.0,13.7,35.5,78.4
26.9,18.4,47.8,223.0,48.3,19.8,41.4,1298.0,10.9,31.6,31.9
31.9,23.7,1.25,1.7,18.4,39.2,61.5,604.0,20.5,38.5,16.0
22.5,14.2,6.67,276.0,31.3,19.8,58.3,1499.0,2.07,5.42,11.1
129.0,42.9,17.3,62.6,41.0,34.9,72.3,621.0,8.43,16.0,5.73
1382.0,1877.0,1075.0,1981.0,83.5,45.7,311.0,6.73,50.0,267.0,244.0
53.8,20.7,16.4,15.3,1.43,12.1,18.4,509.0,9.65,53.3,217.0
37.9,22.5,19.1,21.3,3.4,34.3,50.9,519.0,30.5,76.4,90.6
284.0,426.0,17.8,16.4,11.7,1.0,47.4,66.1,11.1,74.3,20.0
36.2,16.7,6.73,3.85,18.9,34.6,57.3,632.0,2.69,25.0,91.4
77.7,75.0,8.43,1.14,30.5,25.0,55.7,316.0,42.9,61.0,14.1
24.1,16.3,24.1,25.0,12.0,16.1,14.5,523.0,11.5,34.0,37.2
14.6,9.56,12.3,15.0,17.8,48.3,66.7,567.0,10.9,24.6,21.9
153.0,123.0,12.0,34.6,63.8,8.58,26.2,470.0,1.0,12.0,9.91
47.8,1.01,15.5,123.0,36.8,11.5,17.0,319.0,1.0,1.01,1.11
52.3,14.6,11.4,127.0,43.3,17.9,33.4,483.0,32.8,42.6,13.8
49.1,9.91,1.57,422.0,15.4,18.4,30.5,478.0,33.1,61.0,7.43
578.0,1009.0,248.0,523.0,3.92,56.7,313.0,23.9,55.7,313.0,44.9
50.0,27.1,18.8,81.3,41.0,11.3,31.1,562.0,22.9,21.3,1.0
58.3,1.0,9.91,19.5,24.1,22.7,32.2,264.0,3.59,2.81,1.43
31.1,20.2,23.9,400.0,110.0,9.14,13.2,567.0,31.3,80.6,106.0
6.61,18.8,28.4,67.3,86.6,5.33,25.7,1640.0,1.0,5.09,9.73
75.0,52.8,42.2,259.0,39.6,20.4,41.4,692.0,17.8,58.3,60.4
51.4,38.9,25.7,20.0,7.7,32.5,72.3,1186.0,16.5,31.6,12.5
30.8,23.1,74.3,410.0,65.5,77.0,163.0,1219.0,16.1,20.7,39.6
61.0,19.6,2.74,1.06,12.3,12.4,26.9,300.0,4.57,10.4,69.8
365.0,528.0,10.4,26.7,24.1,4.57,41.0,1700.0,1.0,28.6,7.43
30.5,1.76,33.7,35.2,33.7,12.0,67.3,2350.0,1.0,1.0,2.25
23.9,29.7,4.41,15.5,14.9,21.3,34.0,311.0,14.5,22.5,8.66
40.7,5.33,13.5,18.4,15.8,33.1,44.1,965.0,17.6,311.0,30.5
86.6,24.1,11.4,204.0,38.9,51.9,90.6,673.0,31.1,36.8,10.1
80.6,52.8,16.1,10.3,3.68,63.8,84.3,523.0,24.8,46.6,63.2
26.4,13.7,16.7,98.2,21.3,11.5,30.8,470.0,4.1,36.5,147.0
89.0,146.0,12.0,30.5,6.79,1.0,58.3,223.0,4.74,15.3,7.7
79.1,31.1,44.5,147.0,77.7,13.5,16.7,567.0,13.9,12.6,16.3
29.7,25.0,70.4,65.5,3.02,71.0,115.0,1827.0,10.6,24.6,23.3
89.0,67.3,16.0,24.1,5.09,27.4,36.8,470.0,19.1,21.1,31.1
105.0,139.0,30.2,38.2,16.8,2.67,84.3,262.0,1.0,13.6,2.76
79.9,26.2,10.7,126.0,18.3,2.79,17.9,914.0,24.1,19.5,15.1
19.3,27.4,13.7,131.0,51.4,11.4,18.1,673.0,5.47,10.4,21.5
27.4,21.5,7.04,6.38,74.3,5.73,15.3,610.0,16.4,13.3,3.31
29.4,1.0,15.5,30.0,17.5,8.43,18.4,340.0,18.4,61.0,6.1
25.7,20.5,28.4,85.8,26.4,47.0,86.6,470.0,21.9,36.8,14.5
33.1,26.4,21.5,50.9,6.98,117.0,135.0,445.0,49.6,109.0,103.0
117.0,157.0,8.2,16.4,28.1,15.0,101.0,355.0,2.59,44.1,9.91
95.6,136.0,13.1,25.3,11.4,2.86,42.2,223.0,28.6,129.0,75.0
71.7,25.7,16.0,12.4,19.1,24.4,27.9,274.0,3.79,23.3,85.1
36.5,1.04,24.1,6.44,28.9,15.7,17.3,300.0,1.0,1.0,1.68
42.2,32.5,69.8,105.0,44.9,35.9,85.1,2129.0,9.39,30.2,19.1
15.1,17.2,6.61,1.93,16.4,26.4,44.1,281.0,3.19,17.6,50.9
62.6,21.7,21.9,22.1,3.82,39.2,75.7,1310.0,8.74,22.7,11.7
40.0,30.5,10.6,35.2,34.3,33.7,95.6,2666.0,24.8,42.6,13.1
39.2,17.8,5.67,205.0,64.4,14.7,31.1,340.0,26.2,54.2,69.8
28.9,21.7,4.53,22.7,7.5,4.49,21.9,1055.0,10.8,14.7,12.4
23.7,17.0,24.8,89.0,14.9,39.6,58.8,441.0,8.06,15.5,11.1
78.4,43.7,3.75,4.7,11.7,17.2,31.9,211.0,74.3,112.0,28.9
85.8,22.9,28.4,28.9,18.4,11.5,13.5,239.0,1.0,1.13,1.0
15.8,15.1,2.33,213.0,24.6,18.1,26.2,286.0,25.7,44.1,3.11
68.5,7.43,26.7,27.1,8.51,28.4,30.8,311.0,7.5,241.0,1.45
15.3,7.17,19.8,22.9,7.91,14.5,38.9,644.0,21.7,45.7,110.0
17.5,15.5,25.9,26.4,14.6,15.4,36.5,217.0,35.5,77.0,20.0
661.0,947.0,57.8,58.8,6.98,12.9,58.3,1433.0,2.84,9.73,2.64
31.1,15.1,45.3,75.7,47.0,12.7,31.9,470.0,18.4,40.0,6.21
4.22,7.57,26.7,311.0,67.3,14.3,32.2,322.0,18.8,26.7,11.2
44.1,28.4,14.1,48.3,43.7,60.4,119.0,1459.0,1.1,1.7,5.73
165.0,98.2,23.7,17.3,13.2,13.1,23.9,737.0,13.2,21.5,23.1
155.0,223.0,48.3,82.8,16.3,11.2,59.9,110.0,67.3,429.0,119.0
931.0,1310.0,12.5,23.7,1.3,5.09,44.5,85.1,1.64,14.3,10.4
1.0,3.46,8.58,231.0,41.4,25.5,29.2,429.0,30.8,126.0,239.0
655.0,1027.0,33.1,30.5,14.2,18.3,54.7,1499.0,3.02,10.7,1.32
60.4,57.3,7.23,1.0,8.43,93.1,165.0,1946.0,5.0,16.7,78.4
28.9,4.03,14.7,104.0,26.2,22.1,29.7,311.0,9.82,18.8,32.8
13.1,40.0,17.8,11.9,4.61,6.32,45.3,1065.0,24.1,44.1,10.0
36.5,14.5,1.67,204.0,50.0,17.2,26.9,461.0,16.4,30.0,13.0
382.0,562.0,131.0,93.9,770.0,1.12,31.1,102.0,1.61,18.1,3.16
170.0,103.0,15.5,32.5,3.02,39.2,59.9,2763.0,5.42,23.1,27.1
51.9,37.5,18.3,24.4,5.14,18.6,20.5,319.0,6.26,11.4,35.9
31.6,1.01,13.7,77.0,26.2,12.6,13.9,316.0,1.0,1.0,2.09
64.9,41.4,20.7,168.0,22.9,14.6,25.7,661.0,12.6,25.5,42.6
67.9,43.7,11.4,19.3,15.8,17.8,38.5,1433.0,31.9,66.7,40.0
42.6,22.7,14.3,204.0,33.7,56.2,87.4,578.0,5.62,22.3,102.0
40.3,22.9,1.45,1.01,5.28,25.0,37.5,355.0,33.1,63.8,33.7
36.5,36.8,32.5,36.8,11.4,25.3,32.2,509.0,4.96,20.0,25.3
22.1,15.8,21.3,32.2,8.98,3.85,22.3,328.0,1.47,7.23,48.7
145.0,143.0,10.6,281.0,15.4,7.99,17.8,626.0,13.2,26.2,17.6
32.8,18.4,13.7,168.0,33.7,11.3,33.4,835.0,28.9,45.3,13.7
42.2,7.64,35.5,372.0,77.0,30.0,28.9,349.0,5.52,2.71,1.27
61.0,47.4,11.7,46.6,28.9,44.9,104.0,3368.0,15.8,27.9,51.9
47.4,33.1,65.5,141.0,19.5,33.4,46.1,426.0,13.8,30.2,20.2
57.8,37.2,5.38,12.1,4.7,16.7,38.2,991.0,11.9,31.3,31.1
13.1,31.1,11.0,1.0,21.9,11.5,27.1,400.0,2.46,23.9,68.5
58.8,31.9,19.1,37.9,49.6,63.2,112.0,914.0,15.3,22.3,5.52
22.1,5.78,30.5,17.3,7.3,7.1,19.5,418.0,28.4,57.8,20.2
59.9,32.8,11.4,151.0,17.5,20.7,25.3,186.0,22.7,36.8,3.96
62.1,36.8,10.8,2.17,14.2,15.0,32.5,382.0,21.7,42.6,23.1
19.3,32.5,10.4,3.28,14.9,14.6,19.1,491.0,17.2,23.5,10.8
65.5,32.5,12.9,17.0,12.7,18.8,31.1,334.0,5.88,33.1,138.0
49.6,71.0,23.9,13.0,10.0,113.0,204.0,3308.0,15.3,67.9,340.0
743.0,1124.0,93.9,167.0,10.2,41.0,316.0,5.94,189.0,1230.0,237.0
71.7,30.5,11.8,1.01,16.0,34.0,58.8,567.0,24.1,50.0,23.3
48.7,11.0,18.6,248.0,48.3,10.7,15.1,235.0,1.0,1.0,1.11
69.8,47.0,25.5,276.0,77.0,32.8,51.4,799.0,19.6,47.8,16.4
61.0,21.7,12.6,82.0,23.7,10.6,20.5,1346.0,21.7,36.2,16.4
71.0,26.4,3.19,2.81,1.47,28.1,47.0,346.0,24.8,41.4,33.4
33.4,17.0,30.8,47.0,64.4,3.62,18.4,437.0,27.4,35.5,20.0
15.8,15.1,3.75,191.0,3.72,7.64,19.6,770.0,12.2,21.1,12.0
29.2,22.9,20.9,74.3,4.03,12.0,28.1,414.0,5.78,16.8,13.8
32.2,21.3,17.9,89.8,27.1,4.14,17.8,372.0,43.7,59.9,19.5
13.9,11.0,26.2,24.8,2.02,16.5,27.6,679.0,10.4,22.1,61.0
149.0,36.5,4.03,9.91,3.65,20.4,33.7,372.0,14.6,16.8,6.04
34.3,13.2,21.1,24.8,12.2,25.7,51.9,519.0,10.4,23.1,30.0
49.6,16.1,17.9,21.9,13.1,7.5,37.5,698.0,14.2,24.6,7.99
86.6,31.1,2.97,239.0,31.6,18.8,37.5,457.0,22.9,33.7,5.14
48.3,42.9,14.2,279.0,18.9,54.2,102.0,2167.0,1.65,61.5,9.65
54.7,46.6,16.3,167.0,33.7,16.7,27.4,483.0,46.1,62.6,9.56
284.0,528.0,223.0,379.0,8.13,52.8,233.0,11.7,947.0,4656.0,1731.0
2.55,12.4,1.83,200.0,16.7,3.05,15.8,655.0,20.2,36.8,10.7
12.3,9.47,17.3,13.6,15.4,33.4,57.8,437.0,16.7,26.9,68.5
4.18,21.9,4.49,2.23,15.4,46.6,97.3,2035.0,21.7,45.3,19.1
77.7,1.2,12.1,131.0,23.3,71.7,115.0,1670.0,1.0,1.0,1.15
78.4,28.6,16.5,150.0,53.3,12.4,26.2,496.0,33.4,74.3,29.7
17.9,36.5,38.9,44.5,33.1,44.5,63.8,422.0,10.6,23.5,3.65
20.5,2.59,16.5,89.8,23.1,37.2,39.2,328.0,1.0,1.0,1.95
149.0,85.1,8.43,7.99,17.8,29.2,69.2,1208.0,26.4,46.6,30.0
74.3,58.8,12.7,150.0,8.13,11.4,22.7,552.0,8.9,21.7,18.4
60.4,9.82,34.3,50.9,32.5,22.3,21.7,269.0,1.0,157.0,1.67
81.3,106.0,422.0,813.0,2.89,43.7,244.0,14.1,599.0,3220.0,947.0
189.0,328.0,359.0,649.0,5.83,59.9,319.0,20.7,56.2,352.0,396.0
117.0,66.1,4.74,16.3,15.5,22.3,37.5,328.0,8.74,23.1,19.8
231.0,343.0,16.3,59.4,20.5,2.97,30.0,124.0,2.67,22.9,3.82
35.5,28.4,13.2,191.0,13.8,9.14,24.1,500.0,12.5,27.9,35.2
50.5,29.7,5.09,3.19,11.1,25.7,60.4,426.0,2.25,5.09,79.1
32.2,14.9,14.6,10.7,8.82,14.1,26.2,328.0,12.9,21.1,5.57
113.0,57.8,11.7,3.62,20.0,44.5,76.4,509.0,4.53,23.9,160.0
74.3,35.9,9.82,104.0,35.5,23.3,30.2,433.0,15.5,25.9,5.57
655.0,947.0,16.5,23.9,24.4,1.0,48.3,164.0,2.27,10.6,2.44
500.0,661.0,276.0,491.0,17.2,59.9,322.0,6.79,487.0,2890.0,573.0
17.3,18.3,14.2,15.1,8.74,49.1,94.7,2110.0,13.2,31.1,46.1
59.4,77.0,10.5,16.0,26.2,2.67,15.7,55.2,1.91,40.3,8.51
57.3,53.8,18.3,24.4,4.41,7.64,16.0,991.0,9.65,24.1,41.8
24.6,11.8,30.0,30.8,14.6,32.8,48.3,362.0,3.19,3.19,50.9
167.0,313.0,193.0,368.0,12.6,55.2,274.0,17.2,50.9,279.0,150.0
302.0,445.0,13.3,25.7,2.53,7.17,90.6,1144.0,1.13,5.62,5.83
34.0,19.8,34.0,196.0,13.7,6.85,19.5,820.0,10.3,23.1,27.1
96.5,119.0,15.5,71.0,13.9,19.5,32.2,500.0,50.9,75.0,26.9
22.3,34.6,5.28,334.0,32.2,73.0,173.0,1346.0,23.5,56.7,173.0
48.3,36.8,28.9,36.2,12.7,29.7,44.1,257.0,16.3,27.4,10.8
39.2,48.7,17.8,11.4,1.93,78.4,121.0,1197.0,24.6,44.9,53.3
63.2,89.0,18.9,35.2,25.9,14.7,19.3,743.0,3.25,15.7,13.1
24.4,10.1,24.8,22.5,4.45,6.26,38.9,1219.0,16.3,24.6,33.4
44.1,18.4,23.5,22.7,6.61,22.9,36.8,496.0,16.0,34.0,14.5
305.0,491.0,1459.0,2329.0,57.3,36.5,225.0,6.44,11.2,76.4,269.0
11.7,4.37,12.7,46.1,22.5,4.96,18.3,914.0,17.0,47.0,17.2
45.7,12.1,80.6,90.6,23.3,7.84,15.7,362.0,64.9,100.0,16.5
75.7,63.8,55.7,311.0,62.1,37.2,63.8,1685.0,13.0,26.2,38.2
92.2,28.9,1.1,289.0,31.6,47.0,68.5,204.0,24.6,33.1,14.3
235.0,362.0,2.97,23.3,33.4,1.0,42.9,61.0,1.53,23.1,7.1
88.2,19.5,22.3,81.3,16.4,4.57,16.5,542.0,18.4,33.4,14.1
93.1,22.3,5.73,47.8,10.1,12.5,24.1,334.0,10.5,17.9,8.82
56.2,1.0,28.1,97.3,38.9,19.6,18.4,257.0,1.0,1.0,2.53
73.0,24.1,14.3,82.8,3.13,18.9,31.3,385.0,20.0,36.8,13.5
441.0,673.0,13.2,14.9,13.8,23.9,53.3,991.0,9.56,32.8,145.0
328.0,466.0,14.7,39.6,49.6,6.61,60.4,165.0,2.31,48.3,15.5
956.0,1446.0,552.0,956.0,25.5,41.4,331.0,2.94,69.8,389.0,132.0
66.7,42.6,16.7,10.5,4.45,28.6,39.6,302.0,33.7,50.5,77.7
72.3,50.9,2.92,2.84,13.7,31.6,62.6,474.0,16.5,30.0,4.78
30.8,11.1,2.86,1.06,18.6,24.6,44.1,500.0,19.1,37.9,21.3
67.9,25.9,17.6,16.0,19.3,9.47,32.2,704.0,30.5,55.7,40.0
136.0,1.0,41.4,57.8,15.5,13.2,17.9,305.0,1.0,8.66,1.0
44.9,28.1,21.1,142.0,13.1,16.8,20.7,692.0,17.0,38.5,41.0
246.0,340.0,18.9,24.6,10.8,3.82,33.1,105.0,35.9,89.8,41.0
63.2,10.9,65.5,127.0,29.7,26.9,53.8,337.0,25.9,38.9,20.5
93.9,27.4,5.52,16.5,26.2,10.6,14.3,204.0,5.47,19.1,109.0
337.0,542.0,557.0,1027.0,2.33,17.6,105.0,82.8,227.0,1230.0,737.0
46.1,16.1,2.39,16.8,45.3,19.3,38.2,723.0,15.1,28.4,8.98
60.4,16.5,6.61,165.0,17.0,12.7,49.1,3718.0,25.5,37.5,16.7
16.8,46.1,18.6,63.2,11.8,18.9,31.9,649.0,8.2,23.5,50.9
382.0,487.0,359.0,573.0,7.7,42.9,264.0,3.62,91.4,578.0,211.0
47.8,3.72,2.27,17.2,42.9,17.9,21.7,410.0,1.0,1.35,4.03
44.9,27.6,18.6,117.0,16.8,12.5,14.6,679.0,6.21,14.9,9.39
17.0,7.04,21.7,24.4,8.66,33.1,44.1,750.0,13.5,37.9,37.9
114.0,145.0,7.77,131.0,30.0,1.0,32.5,107.0,11.9,33.7,17.3
15.3,30.5,19.5,154.0,10.6,30.0,47.4,594.0,7.91,36.8,43.3
59.4,44.1,14.6,10.2,13.0,14.9,32.5,403.0,11.4,31.9,19.5
49.6,49.6,13.8,63.8,19.5,27.9,100.0,1472.0,1.64,35.2,9.65
34.0,24.1,10.3,173.0,41.0,10.2,23.1,385.0,22.5,28.4,10.5
47.4,26.2,41.4,202.0,30.2,7.37,16.7,578.0,2.21,23.5,25.3
76.4,47.0,24.4,19.1,5.23,11.9,27.6,538.0,11.7,23.5,20.7
36.5,8.82,24.1,12.9,4.53,16.4,26.4,155.0,25.9,40.7,19.1
85.1,34.9,1.0,325.0,23.5,44.1,86.6,799.0,23.9,41.8,16.7
114.0,39.6,14.1,75.0,33.1,6.73,23.3,737.0,13.3,35.2,12.7
59.4,26.9,14.1,2.13,14.2,41.0,89.0,632.0,18.1,44.1,26.4
106.0,54.2,7.99,147.0,35.2,33.1,69.2,777.0,26.7,35.9,8.35
46.6,12.2,4.7,157.0,32.2,9.82,20.2,1334.0,3.08,1.0,1.96
93.9,34.9,5.52,1.89,5.23,45.3,141.0,922.0,24.8,53.8,30.0
28.4,21.7,38.2,170.0,37.2,29.7,39.6,692.0,9.22,17.5,69.2
164.0,225.0,18.4,52.8,1.46,50.0,68.5,453.0,2.39,18.4,13.9
65.5,33.7,12.2,14.5,10.2,14.2,28.4,229.0,5.42,30.0,94.7
